image_id,n,centroid_x,centroid_y,std_x,std_y
001,1159,409.0229666576882,486.92499474379525,131.6156928585521,169.5871360290464
002,1284,374.2248514883762,272.512324446576,102.74237968880256,113.91248055151785
003,1110,417.8913150904142,365.72260533595187,38.7453648059876,183.83570771182602
004,1354,390.87970526750104,403.89488307746666,91.17017725287279,168.13195313593891
005,1359,406.1130510921345,351.8325083915383,111.16168377720247,146.04109255241698
006,1209,394.85678476833033,450.4665410953253,90.88836158512616,190.49096279822277
007,1224,449.9899649957744,424.14819633184203,57.72926736076492,238.17526168392453
008,1108,352.1352318663382,303.01889980908487,116.94573645766367,141.97785250958225
009,1417,361.0120082480612,317.5367073329955,112.86497412525212,155.39875579495447
010,1469,395.7119701617924,409.30236579527906,72.96576738867228,145.6489724095109
011,1335,422.04019419346423,428.1997838945088,81.57881011227128,102.66288523334424
012,2157,399.61037716761143,375.2527990970395,77.69782595688649,150.40363113181814
013,1334,399.19947994971403,419.37381920897394,60.33020399819205,168.5242852020705
014,1279,388.3445026414219,429.72869731591373,90.64663893024732,140.94033712862716
015,1402,392.51792444219245,342.83230492232155,60.54765047906502,101.88406273501116
016,1341,401.1375874486629,364.8757279438097,70.87574942882601,95.88706755979
017,1408,354.1329758540345,349.0221882396709,96.54771492941114,93.11117224098294
018,1194,409.03360532241635,413.962379742511,83.8093061205249,153.08421968222987
019,1207,412.52365095949654,352.613525716321,92.01935013638943,160.88651004780988
020,1330,401.39565744045325,295.22493970008475,86.91925918610247,128.41085683966912
021,1383,418.6185842608102,446.14288329985,86.34063922533393,170.85334167691192
022,1233,415.5355315588426,447.04012084483395,91.31728021422191,133.7023010183504
023,944,434.79568040345316,347.433281935294,84.48647026687813,90.30705221101967
024,1293,402.7093622996268,396.8688888223795,83.29419507501592,146.85260498028686
025,1408,391.96527580485105,479.1413937541993,118.90966315270855,139.8600558540155
026,1345,413.1867643351331,430.7221370780131,102.0881760883189,133.79346496695504
027,1000,394.60952982284414,391.84411177335073,83.25480923693655,134.51544595939447
028,1228,408.41364611828527,437.6058088426158,92.98997156553122,139.69015085538268
029,1196,416.44063237681644,481.5769381420763,92.66254109991323,136.9953564280608
030,1080,399.1637226100427,395.6599413287602,87.03217791420492,145.8614864424186
031,1278,402.444526640717,437.54506314281105,86.50130725245175,93.15250413904549
032,1202,403.67927946663934,349.7151916642594,80.34787582388101,155.40213399576658
033,1837,398.5878550733296,574.6097256901745,78.5438241777635,196.1679878987949
034,1453,393.56876332452794,276.1483803751616,96.8880237058525,136.3754685819645
035,1269,425.7814470656778,328.5623320628301,77.40277852864251,134.0775198163683
036,1193,399.7035112470546,387.41632668675487,87.22469940121452,161.97606514276353
037,1328,433.41176088404677,381.30083438490266,103.51249335591771,94.4028277993077
038,1213,414.0615803461502,453.25776352647745,87.08342839682864,121.45171614825354
039,1336,383.26792119045206,354.1942579136335,101.90452215563711,187.09343608464567
040,1216,384.8045036832184,414.8986068600968,81.34124398472927,179.4758350150097
041,1295,395.41823497290875,363.31766697934904,88.06699733238429,157.47902295712817
042,989,395.21297388471436,390.4724611375335,57.539764008843,203.31244412087764
043,1219,442.87547466268796,409.067994995148,119.23798320914554,204.41412540697397
044,1221,419.34394998802753,364.047716383937,76.99909685282398,139.62584726183206
045,1324,407.2090449887038,415.1932360648936,79.38125721257475,218.83524605826682
046,1144,396.8872201749307,380.15335486795016,59.267740741708366,153.02771555676645
047,1298,425.6667470743825,365.80508542493897,81.80440078164588,171.80209778182376
048,1363,410.78830034948385,302.62644134056416,97.84180462621664,194.65973430077793
049,1471,427.29485969079985,322.3901818320459,111.43814325445595,137.42691515584164
050,1621,399.3120950954623,405.2929934009089,104.75180075889399,167.84735912336527
051,1158,391.23275492702675,325.8809351336215,90.62875624846627,155.5798763998545
052,1221,405.0678095974161,301.10771673520725,90.81321451747264,143.60050815809996
053,1237,416.77042153752853,387.96240506994405,88.62336782155788,140.70670786634588
054,1277,384.5717492287662,358.0362499625607,84.958128243105,117.94769058550922
055,1496,417.2136021729799,358.50876200744733,108.81307929511624,159.66419245863767
056,1523,399.6835523002131,266.93924397185725,109.49908260458872,142.95671532419996
057,1190,405.08329999320836,376.89353551278566,81.75867526480269,167.91756310485877
058,1336,415.2697492578903,322.7391885300886,109.75761025523508,154.15892912585244
059,1250,421.8192170231659,370.04322144050013,83.87293605451875,108.27427640625721
060,1101,399.655961188672,330.01037332724616,56.052905322936105,142.9808268638338
061,1029,399.17156988173195,402.91168599043147,81.98993946113112,148.8796836581565
062,1380,350.9565679089519,428.11594858193195,67.0791399878144,215.22322116710038
063,1173,386.7468266425185,467.4763993749275,78.36907288681326,230.12396800036532
064,1016,400.7928437441384,390.7894397303535,74.60174532758059,143.06894156916783
065,1142,376.2859633172507,325.2010460349207,74.10922141266374,174.66559176811805
066,1364,417.14541346708614,324.8992590166731,99.52457823532367,112.015466380768
067,1159,410.3630004375442,371.4506551429395,53.66107197843317,192.72974788412606
068,1381,406.15296741311596,237.1518198389676,89.28556856885682,148.58630632304042
069,1230,406.0999732421323,291.2951914284205,101.77957897525047,163.65892691211656
070,1071,427.3712742472046,315.0235183202432,94.22453107782113,152.93306076847824
071,1212,399.2373044495794,337.3599860853522,74.69293978356946,159.71794448679643
072,1217,425.29807632714784,457.5073927464067,75.80955890304345,187.0056633382175
073,1333,405.2842773782729,402.6020886499192,87.47967519659586,126.85544833141961
074,1280,410.9604810314939,412.51309524120296,57.956586279012285,195.17008940921073
075,1149,402.7511737836039,326.0352317784739,91.37247227862176,206.86302566728892
076,1121,399.42300723725117,402.7684242851615,76.87398672834526,163.55953364413995
077,1122,410.3296280412125,311.136730708017,81.92102173312477,135.98957815603444
078,1385,407.84329536764477,335.8352645219745,90.51893580496836,151.88906842218518
079,1347,402.3657786113575,298.12360955939806,102.03694977580199,138.68655189978594
080,1163,402.41534609146595,392.9923832966956,72.33893789638107,223.04644204750628
081,1227,395.526307163061,382.61177773123626,74.56940804871044,155.0093753427969
082,1317,416.81840121281994,375.58822896972003,64.36062209019664,162.50908350447403
083,1307,425.7712662142319,364.0246686924431,114.27410883041361,131.57479293829115
084,1102,407.8748412241371,326.8528465608415,58.192989895370374,173.80375071424658
085,1206,412.78813832816473,306.0443188179089,95.49307507896506,149.74119518316937
086,964,416.11756528172,358.11093533731395,90.0028621467549,122.12018930779222
087,1161,409.0657344801507,307.8402527008626,81.2065889363033,176.81726190815928
088,1899,406.0454822348626,496.91797992101186,99.77150059869142,229.053029105027
089,1257,412.17805263114633,398.67834375876873,125.97692553381778,135.32959457534213
090,996,431.4128166297628,325.57521145096405,120.73542809585611,181.71990500003508
091,1193,460.68811113100554,367.94394326408076,83.81620556779848,180.46305603684218
092,1636,422.96799107172234,356.91267456683306,89.50470353317756,162.8555193611421
093,1235,402.5648303028775,385.0941125383438,85.5504310585848,132.42218403499123
094,1210,399.8924970274465,377.92087842526195,104.81704995112368,176.3104106138388
095,1161,394.2365515123096,457.34528462695005,78.6638721508475,145.94465250275718
096,1180,426.0425379403234,356.52457310830636,83.06467318311782,167.60552825602963
097,1166,408.6128067937466,398.4244360386254,63.83168006070826,171.38873515264572
098,1403,386.7198864437708,302.08267513633626,113.50858853565668,208.12519063524164
099,1187,416.8159272805332,281.0125791897439,106.15904065900789,168.02501011328175
100,1570,392.7342048406493,428.6984768813365,97.66876894022896,170.98510598309954
101,1182,404.34120898680334,416.53482522733333,81.05162562630882,128.36960772543813
102,1053,421.7061531908685,252.3723000045574,76.25943457066374,143.99473618917048
103,1216,367.8434699946325,367.76262299883297,98.18227996339124,114.22332007535898
104,1204,414.44184457374735,376.7913689377318,82.89442826950918,152.8014285862977
105,1730,378.3328916668129,348.5095252856297,103.15907574603462,176.630702480831
106,1664,343.66411708643653,391.9729405122356,93.40034774936672,222.61625823096944
107,1603,399.7446542685773,372.13357230801455,109.00350232709054,221.57768643362894
108,2102,409.19727597169583,236.11012545925422,108.38190865971234,130.99832764112722
109,1413,398.86666823595516,442.86854721062804,123.80121858659967,207.20374349262332
110,1217,407.97804753879313,279.37871533380263,78.89459018520928,203.92269077950795
111,1013,388.6899011576775,370.60944648188234,65.09686768911077,205.98825371483844
112,1364,406.9568777255498,335.4834578013206,81.18893932055434,95.70851247661965
113,1873,390.51794946181997,212.4443963021039,83.9618457867278,156.53178799475407
114,1254,379.44408909288103,393.30994255998803,124.7941014741411,216.63552278680592
115,1405,410.4624233496351,469.83814584506985,85.58084252473633,157.70052600144362
116,1737,410.5679616332742,333.24869739171146,115.54879866610824,222.72603676678023
117,1396,416.413166698123,345.40898150633336,88.44987257674194,177.8400608836308
118,1926,391.5844420712114,392.3435200930294,85.54164365445837,281.807610161673
119,1581,376.4051587862529,268.06872204056225,110.21856721328781,170.77388392176744
120,1748,383.4282123289229,243.9313331262356,128.0265462595904,171.9537106796881
121,1367,388.92816713323526,270.18005332417306,90.87910152284785,162.71631770288207
122,1623,409.7250896819601,321.91266559321076,97.88314447053072,215.87844743700484
123,1135,402.8461591922129,386.9097373949897,48.99373849683926,193.7741821018725
124,1571,398.78985739195866,234.8296280685041,96.95844294024998,142.57815322212187
125,1676,379.27598754390885,392.8495587789322,63.50656805245893,227.3362251458582
126,1871,401.2891885474725,375.0910824770417,55.253879730754406,110.2741856212724
127,1605,359.0385920001763,264.59243156353637,98.86068363312305,159.4750293725082
128,1603,403.77613667420474,419.93272425536344,44.531660411339246,66.40973686868965
129,1223,404.8711108043097,395.808492378732,65.8408519212013,152.29962986965518
130,1780,352.97450854711803,384.66975101005517,111.79509618665331,186.14153040278802
131,1390,408.3452921007639,456.2980405847511,76.3949812202343,243.869155418723
132,1636,393.4180134760659,476.7714354651317,85.03510488012483,146.10998471073844
133,1528,381.1649740300331,439.79378764550495,103.86827080912168,197.65696881752086
134,1788,352.52645093114967,543.361043342859,76.60204879683657,192.29607228819083
135,1085,411.5612958468952,363.1820853166194,78.53653503760643,102.21995116053607
136,2187,310.23216313200396,296.5302572304388,75.4138614181006,164.7717892033756
137,1361,428.3217222929781,340.69919371631914,106.36775696322519,152.38816392457832
138,1835,315.96896374062294,376.0841931182059,74.56136925424072,164.0809615506886
139,1870,376.62511323344893,371.58971026115216,102.5123726444863,155.98946656336096
140,1820,372.70278445468784,370.7478959164139,90.07005838679837,66.9235810887047
141,2357,380.3129800772153,420.18431224844363,104.98712390138358,262.2653858304482
142,1260,402.3378300114296,379.77361114511154,63.423973415570096,133.94777668386115
143,1687,378.00406204476315,410.9845813074372,87.08549803844618,191.45881171812363
144,2489,384.0419149878041,369.9674802445514,74.46581727644613,175.5732554370966
146,2179,375.0924142357167,380.38968586331805,56.52172219863631,210.7572453867606
147,2539,372.81270177402297,378.926627239756,105.53432568002839,148.4521389686555
148,1592,390.03644039288616,296.1483787940546,101.77977516349112,182.3032761163318
149,2030,358.9608505796729,330.0099268160864,86.12504823355656,154.44495798147744
150,1992,355.4612992857721,299.611804092588,110.5129637335625,147.35496252551818
151,2511,371.84184146713636,315.93632781802603,115.39327697221336,166.24041309247767
152,2556,366.3383992895083,355.94856364521775,111.81355941574482,170.82499150243444
153,2487,365.4553227814952,332.4957605894354,103.18160509894622,174.53055779359883
